id,name,ChineseName,dateOfBirth,gender,currentRole,organization,party,education,careerHistory,bio,sources,slug
P075,Doug Hamlin,道格·哈姆林,,male,执行副总裁兼首席执行官,O028,,Undergraduate at the University of Michigan.,"Served in the United States Marine Corps for six years. Worked for Petersen Publishing Company for 14 years, serving as vice president and group publisher for Motor Trend and publisher of Guns & Ammo from 1991 to 1995. Founded autoMedia Solutions in the 1990s. Joined the NRA as executive director of publications in 2014. Appointed CEO and Executive Vice President of the NRA in May 2024.","Douglas (Doug) Hamlin is an American publisher and businessman who has served as the chief executive officer (CEO) and executive vice president (EVP) of the National Rifle Association (NRA) since May 2024. He was raised in Michigan. Prior to his career in publishing, Hamlin served for six years in the United States Marine Corps as an infantry weapons officer and recruiter. He then worked for the Petersen Publishing Company for 14 years, where he was vice president and group publisher for Motor Trend and publisher of Guns & Ammo from 1991 to 1995. In the 1990s, he founded autoMedia Solutions, an automotive news company.

Hamlin joined the NRA in 2014, serving as executive director of NRA Publications. The organization credited him with saving approximately $30 million by increasing production efficiency and moving the production of America's First Freedom in-house. In 2021, then-CEO Wayne LaPierre named Hamlin as a potential successor. Following LaPierre's resignation amid corruption allegations, the NRA board of directors elected Hamlin as CEO and EVP in May 2024, a move marketed as a reformist choice against LaPierre loyalists. Upon his election, Hamlin stated his focus was on protecting Second Amendment rights and executing the NRA's programs. He subsequently appointed Randy Kozuch as executive director of the NRA Institute for Legislative Action and Joseph P. De Bergalis Jr. as executive director of NRA general operations. As CEO, Hamlin vowed to rebuild the organization, aiming to regain lost members, grow training programs, and support women and minority gun owners. He set a membership goal of 10 million. After his selection, he reportedly fought with NRA president Bob Barr, a LaPierre loyalist.

Hamlin's appointment was accompanied by the resurfacing of a 1979 animal cruelty incident from his time as an undergraduate and chapter president of the Alpha Delta Phi fraternity at the University of Michigan. In December 1979, Hamlin and four other fraternity members were implicated in the death of the fraternity cat. A judge later held Hamlin responsible for not using his authority as president to prevent the killing. The five were charged with misdemeanor animal cruelty, pleaded no contest in March 1980, were fined, given deferred sentences, and sentenced to 200 hours of animal-related community service. Their records were later expunged. Following the report's resurgence, anonymous NRA employees sent a letter to the board asking for Hamlin's suspension. In response to the incident, Hamlin stated he did not condone the actions, took responsibility as chapter president, and highlighted his subsequent life of service, business, and charity work. An earlier 2018 lawsuit between New York state and the NRA also included allegations from whistleblowers that Hamlin had received around $25,000 in inappropriate reimbursements for living expenses from LaPierre.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Doug_Hamlin"", ""reliability"": ""high""}]",doug-hamlin
P076,Clint Pressley,克林特·普雷斯利,1969-02-26,male,主席,O035,,"Graduated from Wofford College with a Bachelor of Arts and later received a Master of Divinity from New Orleans Baptist Theological Seminary, having first attended Southwestern Baptist Theological Seminary.","Pastored two churches in Mississippi (dates unspecified). Returned to Hickory Grove Baptist Church in 1999 as senior associate pastor of preaching. Served as senior pastor of Dauphin Way Baptist Church in Mobile, Alabama from 2004. Returned to Hickory Grove Baptist Church as co-pastor in 2010 and became senior pastor in 2011. Served as first vice president of the Southern Baptist Convention from 2014 to 2015. Served on the board of trustees of the Southern Baptist Theological Seminary since 2015, including as chairman from 2020 to 2022. Elected President of the Southern Baptist Convention in June 2024 and reelected in June 2025.","Clint Pressley (born February 26, 1969) is an American evangelical pastor who has served as the president of the Southern Baptist Convention since his election in June 2024. He was reelected to a second one-year term in June 2025. Pressley has also been the senior pastor of Hickory Grove Baptist Church in Charlotte, North Carolina, since 2011.

Born in Charlotte, North Carolina, Pressley attended a Presbyterian Church (USA) congregation with his parents in his youth and later attended Hickory Grove Baptist Church as a teenager. He earned a Bachelor of Arts degree from Wofford College and a Master of Divinity from New Orleans Baptist Theological Seminary, having first attended Southwestern Baptist Theological Seminary.

Pressley began his pastoral career leading two churches in Mississippi. He returned to Hickory Grove Baptist Church in 1999, serving as senior associate pastor of preaching. In 2004, he became senior pastor of Dauphin Way Baptist Church in Mobile, Alabama. He returned to Hickory Grove Baptist Church in 2010 as co-pastor and was installed as its senior pastor in 2011.

Within the Southern Baptist Convention, Pressley served as first vice president from 2014 to 2015. He has been a member of the board of trustees of the Southern Baptist Theological Seminary since 2015, chairing the board from 2020 to 2022. His election as President of the Southern Baptist Convention occurred at the denomination's annual meeting in Indianapolis, Indiana, in June 2024.

Pressley is married to Connie LaBelle Smith Pressley. The couple has two adopted sons, one of whom died in 2023 at the age of 24.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Clint_Pressley"", ""reliability"": ""high""}]",clint-pressley
P077,Aaron Burgner,亚伦·伯格纳,,,主席,,,,,,[],aaron-burgner
P078,Cecilia Rouse,塞西莉亚·劳斯,1963-12-18,female,总裁,O010,,Bachelor of Arts in economics from Harvard University in 1986 and PhD in economics from Harvard University in 1992.,Joined the faculty at Princeton University in 1992. Served in the National Economic Council under President Bill Clinton from 1998 to 1999. Served on President Barack Obama's Council of Economic Advisers from 2009 to 2011. Served as dean of the Princeton School of Public and International Affairs. Served as the 30th Chair of the Council of Economic Advisers from 2021 to 2023. Became the 9th President of the Brookings Institution in January 2024.,"Cecilia Elena Rouse (born December 18, 1963) is an American economist who currently serves as the President of the Brookings Institution, a position she assumed in January 2024. She previously served as the 30th Chair of the Council of Economic Advisers (CEA) from 2021 to 2023, becoming the first Black American to hold this position. President Joe Biden nominated her for the CEA role in November 2020, and she was confirmed by the U.S. Senate by a vote of 95–4 on March 2, 2021. She resigned from the CEA on March 31, 2023, to return to teaching.

Rouse's career in public service spans multiple administrations. She served on President Barack Obama's Council of Economic Advisers from 2009 to 2011 and worked in the National Economic Council under President Bill Clinton from 1998 to 1999. Her academic career is centered at Princeton University, where she joined the faculty in 1992 after earning her doctorate. She served as the dean of the Princeton School of Public and International Affairs and holds the title of Lawrence and Shirley Katzman and Lewis and Anna Ernst Professor in the Economics of Education. She is also the founding director of the Princeton University Education Research Section.

Her primary research expertise lies in labor economics, with a specific focus on the economics of education. She is a member of the National Academy of Education and a research associate of the National Bureau of Economic Research. Rouse has held editorial roles at the Journal of Labor Economics and The Future of Children and has served on the board of directors for MDRC and the T. Rowe Price Equity Mutual Funds.

Rouse graduated from Harvard University with a Bachelor of Arts in economics in 1986 and a PhD in economics in 1992. She grew up in Del Mar, California, and is the sibling of physicist Forest Rouse and anthropologist Carolyn Rouse. Her father, Carl A. Rouse, was a research physicist, and her mother, Lorraine, worked as a school psychologist.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Cecilia_Rouse"", ""reliability"": ""high""}]",cecilia-rouse
P079,Neera Tanden,尼拉·坦登,1970-09-10,female,总裁兼首席执行官,O011,Democratic Party,"Graduated from Bedford High School in 1988. Received a Bachelor of Arts from the University of California, Los Angeles in 1992 and a Juris Doctor from Yale Law School in 1996.","1988: Worked on Michael Dukakis's presidential campaign. 1992: Worked on Bill Clinton's presidential campaign. 1996-2000: Held various domestic policy roles in the Clinton White House and First Lady's Office. 1999-2000: Deputy campaign manager and policy director for Hillary Clinton's Senate campaign. 2003-2005: Legislative director for Senator Hillary Clinton. 2003-2021 & 2025-present: Various roles, including President and CEO, at the Center for American Progress. 2008: Domestic policy director for Barack Obama's general election campaign. Served as senior adviser at HHS in the Obama administration, helping draft the Affordable Care Act. 2021-2023: Senior advisor and later White House Staff Secretary to President Joe Biden. 2023-2025: Director of the United States Domestic Policy Council.","Neera Tanden (born September 10, 1970) is an American political consultant and former government official. She is the president and CEO of the Center for American Progress (CAP), a Democratic think tank, a role she has held in two separate tenures. Tanden's career has been significantly defined by her work on domestic policy, in think tanks, and for various Democratic campaigns and administrations. She played a central role in the founding of CAP in 2003 and first served as its president and CEO from 2011 to 2021, succeeding John Podesta. She returned to this leadership position in February 2025.

Tanden has a long history of involvement in Democratic presidential campaigns, beginning with volunteering for Michael Dukakis in 1988. She worked on Bill Clinton's 1992 campaign and served in his administration as associate director for domestic policy and as a domestic policy advisor in the First Lady's Office. She is regarded as a loyalist and personal friend of Hillary Clinton, having served as deputy campaign manager and policy director for Clinton's successful 2000 Senate campaign in New York, and later as her legislative director from 2003 to 2005. Tanden was Hillary Clinton's policy director during her 2008 Democratic primary bid and was an unpaid adviser during her 2016 presidential campaign.

After Barack Obama secured the 2008 Democratic nomination, Tanden joined his team as domestic policy director for the general election. In the Obama administration, she served as a senior adviser to the Secretary of Health and Human Services, helping to draft the Affordable Care Act (ACA) and negotiate its provisions, earning a description as one of its ""key architects.""

In the Biden administration, Tanden served as a senior advisor and staff secretary to President Joe Biden from 2021 to 2023. She was then appointed Director of the United States Domestic Policy Council, serving from 2023 to 2025, where she succeeded Susan Rice.

Tanden's nomination by President-elect Biden to be Director of the Office of Management and Budget in 2020 was withdrawn following opposition in the Senate. She holds a Bachelor of Arts from the University of California, Los Angeles (1992) and a Juris Doctor from Yale Law School (1996).","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Neera_Tanden"", ""reliability"": ""high""}]",neera-tanden
P080,Michael Froman,迈克尔·弗罗曼,1962-08-20,male,总裁,O017,,"Received a B.A. from Princeton University in 1985, a D.Phil. from St Antony's College, Oxford in 1988, and a J.D. from Harvard Law School.","1992-1993: White House Fellow. 1993-1995: Deputy National Security Advisor for International Economic Affairs. 1997-1999: Chief of Staff at the U.S. Department of the Treasury. 2001-2009: Held executive roles at Citigroup, including President and CEO of CitiInsurance. 2009-2013: Deputy Assistant to the President and Deputy National Security Advisor for International Economic Affairs. 2013-2017: U.S. Trade Representative. 2017: Distinguished Fellow at the Council on Foreign Relations. 2018: Vice Chairman and President for Strategic Growth at Mastercard Inc and Director at The Walt Disney Company. 2023-present: President of the Council on Foreign Relations.","Michael Braverman Goodman Froman (born August 20, 1962) is an American lawyer and the current president of the Council on Foreign Relations. He served as the United States Trade Representative from 2013 to 2017. His career in government spans several high-level economic policy roles. During the Clinton administration, he served as Deputy Assistant Secretary for Eurasia and the Middle East, focusing on economic policy towards the former Soviet Union and Central and Eastern Europe, and worked on the economic components of the Dayton Accords. He later became Chief of Staff to Treasury Secretary Robert Rubin from 1997 to 1999.

Froman rejoined government service in 2009 under President Barack Obama, a former Harvard Law School classmate with whom he served on the Harvard Law Review. He was appointed Assistant to the President and Deputy National Security Advisor for International Economic Affairs, a position held jointly at the National Security Council and the National Economic Council. In this capacity, he acted as the U.S. sherpa to the G7, G8, and G20 summits.

Nominated by President Obama in May 2013, Froman was confirmed as U.S. Trade Representative by the Senate in June 2013. During his tenure, he was the lead U.S. negotiator for a bilateral investment treaty with China and served as the chief negotiator for the Trans-Pacific Partnership trade agreement. His role in classified trade negotiations drew scrutiny from some politicians and lawyers. Following his government service, he joined the Council on Foreign Relations as a distinguished fellow in 2017. He later served as Vice Chairman and President for Strategic Growth at Mastercard Inc (2018) and became a director of The Walt Disney Company (2018). In March 2023, he was chosen as president of the Council on Foreign Relations.

Froman's education includes a B.A. in Public and International Affairs from Princeton University (1985), a D.Phil. in International Relations from St Antony's College, Oxford (1988), and a J.D. from Harvard Law School. Early in his career, he worked for the American Bar Association's legal assistance program in Albania and for the European Commission's Forward Studies Unit in Brussels. He was also a White House Fellow (1992-93) and, between government posts, held executive positions at Citigroup, including President and CEO of CitiInsurance.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Michael_Froman"", ""reliability"": ""high""}]",michael-froman
P081,Anthony D. Romero,安东尼·罗梅罗,1965-07-09,male,执行总监,O004,,Received his B.A. from Princeton University's Woodrow Wilson School of Public and International Affairs in 1987 and a J.D. from Stanford Law School in 1990.,"Started career at the Rockefeller Foundation. In 1992, began working for the Ford Foundation as a program officer in the Civil Rights and Social Justice Program. After less than four years, was promoted to director, later serving as director of Human Rights and International Cooperation. Became executive director of the American Civil Liberties Union in September 2001.","Anthony D. Romero (born July 9, 1965) is an American lawyer and activist serving as the executive director of the American Civil Liberties Union (ACLU), a position he assumed in September 2001. He is the first Latino and openly gay man to hold this role. Born in the Bronx, New York to Puerto Rican parents, Romero was the first in his family to graduate high school. He earned a B.A. from Princeton University's Woodrow Wilson School of Public and International Affairs in 1987 and a J.D. from Stanford Law School in 1990.

Romero began his career at the Rockefeller Foundation before joining the Ford Foundation in 1992. There, he served as a program officer and later became a director, managing approximately $90 million in grants for civil rights, human rights, and peace projects. He launched initiatives in areas including affirmative action, voting rights, immigrants' rights, women's rights, reproductive freedom, and LGBT rights.

His tenure at the ACLU began just before the September 11, 2001 attacks. In response, he launched the ""Keep America Safe and Free"" campaign, which targeted the Patriot Act, uncovered documents on detainee abuse, and successfully challenged the Bush administration's NSA spying program in court. Under his leadership, ACLU membership and donations increased significantly, staff numbers grew, and the organization expanded its work on racial justice, religious freedom, privacy rights, reproductive freedom, and LGBT rights. It also established new programs focused on human rights and surveillance technology privacy issues.

Romero has been a vocal advocate on various issues, denouncing Pentagon surveillance of antiwar protests, speaking at the 2008 March for Women's Lives, praising whistleblower Edward Snowden in 2013, and co-signing a 2016 letter to the UN advocating for more humane drug policies. His time at the ACLU has also included criticisms from within the organization regarding management decisions and a 2011 DWI charge.

He is the author of ""In Defense of Our America: The Fight for Civil Liberties in the Age of Terror"" (2007). His recognitions include being named one of Time magazine's 25 Most Influential Hispanics in 2005, receiving the Golden Plate Award from the American Academy of Achievement in 2009, the ""Maggie"" Award from Planned Parenthood in 2011, and the Woodrow Wilson Award from Princeton University in 2020.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Anthony_D._Romero"", ""reliability"": ""high""}]",anthony-d-romero
P082,Alexis McGill Johnson,亚历克西斯·麦吉尔·约翰逊,1972-08-05,female,总裁兼首席执行官,O033,,Graduated from Princeton University with a bachelor's degree in political science in 1993. Received a Master of Arts in political science from Yale University in 1995.,"Taught political science and African-American studies at Yale and Wesleyan University. Served as political director for the Hip-Hop Summit Action Network and executive director of Citizen Change (2004). Co-founded and was executive director of the Perception Institute (2009). Served as board chair of Planned Parenthood (2013-2015). Appointed acting president of Planned Parenthood (July 2019), then permanent president and CEO (June 2020).","Lori Alexis McGill Johnson (born August 5, 1972) is an American businesswoman and abortion rights advocate who serves as the president and CEO of Planned Parenthood. She was born and raised in New York City. Her childhood was strongly influenced by her parents' Black Nationalism and pride in Black culture. Her mother rose from a secretary to an executive-level position at AT&T. McGill Johnson graduated from Princeton University in 1993 with a bachelor's degree in political science, focusing on Latin-American social movements. She earned a Master of Arts in political science from Yale University in 1995.

Her early career was in academia, teaching political science and African-American studies at Yale and Wesleyan University. She transitioned to political advocacy, serving as political director for Russell Simmons's ""Hip-Hop Summit Action Network"" and as executive director of Citizen Change during the 2004 election season, where she helped launch the ""Vote or Die!"" campaign. In 2009, she co-founded the Perception Institute, a research group studying bias reduction and discrimination, and served as its executive director. In this role, she co-created the curriculum for Starbucks' racial bias training in May 2018.

McGill Johnson has a long association with Planned Parenthood, having served on its board and as board chair from 2013 to 2015. On July 16, 2019, she was announced as the organization's acting president following the termination of Leana Wen. She was elevated to permanent president and CEO on June 26, 2020. In this role, she has been a prominent public advocate, speaking at rallies such as one against abortion restrictions in North Carolina in 2023.

Her board service extends to other organizations, including the New York Civil Liberties Union, the Center for Social Inclusion, and Citizen Engagement Lab. Her work has been recognized with several honors. In 2023, she appeared in Politico's Playbook Power List for her work following the repeal of Roe v. Wade and was selected for STAT's Status List for helping patients. In 2024, CNN As Equals recognized her as a social justice leader.

She is married to Robert Johnson, president of the Institute for New Economic Thinking, and they have two daughters. The family lives in New York City.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Alexis_McGill_Johnson"", ""reliability"": ""high""}]",alexis-mcgill-johnson
P083,Loren Blackford,洛伦·布莱克福德,,,执行总监,O034,,,,"Loren Blackford is the executive director of the Sierra Club, a prominent American environmental organization. The Sierra Club, founded in 1892 in San Francisco by preservationist John Muir, is one of the first large-scale environmental preservation organizations in the world. It is a nonprofit membership association with chapters in all 50 U.S. states, Washington D.C., and Puerto Rico, and is headquartered in Oakland, California. The organization's mission is to explore, enjoy, and protect the wild places of the earth, practice and promote responsible resource use, and educate humanity to protect the environment. It engages in political advocacy for sustainable energy and against coal, hydropower, and nuclear power, and organizes outdoor recreation activities, historically playing a notable role in U.S. mountaineering and rock climbing. The Sierra Club is governed by a 15-member board of directors, and the executive director runs its day-to-day operations. Blackford's appointment came in September 2025, following a period of significant internal strife under the previous executive director, Ben Jealous. Jealous's tenure, which began in January 2023, was marked by repeated restructures, layoffs, allegations of unfair labor practices, and multiple votes of no confidence from staff and chapters. The organization's turmoil was further highlighted in April 2025 when environmental justice pioneer Robert D. Bullard publicly requested the removal of his name from a Sierra Club award, citing unmet promises. After Jealous took a leave of absence in July 2025, the Sierra Club board unanimously voted to terminate his employment for cause in August 2025. Loren Blackford was subsequently named to the executive director role the following month, tasked with leading the organization's ongoing advocacy and operational activities.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Sierra_Club"", ""reliability"": ""high""}]",loren-blackford
P084,Derrick Johnson,德里克·约翰逊,1982-11-22,male,总裁兼首席执行官,,,Enrolled in The University of Texas at Austin and played college football for the Texas Longhorns from 2001 to 2004.,2005-2017: Linebacker for the Kansas City Chiefs (selected 15th overall in the 2005 NFL Draft). 2018: Played six games for the Oakland Raiders. Retired in 2019 after signing a ceremonial contract with the Chiefs.,"Derrick O'Hara Johnson (born November 22, 1982) is an American former professional football player who was a linebacker in the National Football League (NFL). He was born in Waco, Texas, and attended Waco High School, where he was a three-sport star in football, track, and basketball. In football, he played as a linebacker, earning Parade magazine high school All-America and first-team All-Texas Class 5A honors following both his junior and senior seasons. He also played in the first-ever U.S. Army All-American Bowl in 2000. As a track and field athlete, Johnson was a state-qualifier in the 100-meters and the triple jump.

Johnson played college football for the Texas Longhorns at the University of Texas at Austin from 2001 to 2004. He became one of the most dominant linebackers in Longhorns history, earning first-team All-Big 12 selection in 2002, 2003, and 2004. He was a consensus first-team All-American in 2003 and a unanimous first-team All-American in 2004. Following his senior season, Johnson was recognized as the Big 12 Defensive Player of the Year and received the Dick Butkus Award and the Bronko Nagurski Trophy.

Johnson was selected by the Kansas City Chiefs in the first round of the 2005 NFL draft with the 15th overall pick. He played 13 seasons with the Chiefs, during which he made four Pro Bowl selections (2011–2013, 2015). He was also a First-team All-Pro selection in 2011 and a Second-team All-Pro selection in 2015, and he won the Pro Bowl Defensive MVP award in 2013. Johnson is the Kansas City Chiefs' all-time leading tackler with 1,151 tackles. He finished his career by playing six games for the Oakland Raiders in 2018 before retiring on May 8, 2019, after signing a one-day ceremonial contract with the Chiefs.

His career awards and honors in the NFL include four Pro Bowl selections, First-team All-Pro, Second-team All-Pro, Pro Bowl Defensive MVP, and PFWA All-AFC selection. His college honors include the Dick Butkus Award, Bronko Nagurski Trophy, Jack Lambert Trophy, Big 12 Defensive Player of the Year, two-time Consensus All-American, three-time First-team All-Big 12, and Big 12 Co-Defensive Freshman of the Year. His older brother, Dwight Johnson, and his cousins, Bert Emanuel and Ben Emanuel, also played in the NFL.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Derrick_Johnson"", ""reliability"": ""high""}]",derrick-johnson
P085,Liz Shuler,丽兹·舒勒,1970-01-01,female,主席,O001,Democratic Party,Bachelor of Arts degree in journalism from the University of Oregon in 1992.,"After college, she became a union organizer for IBEW Local 125 (1990s). In 1997, she became a lobbyist for the IBEW. In June 2004, she was appointed executive assistant to IBEW President Edwin Hill. On September 16, 2009, she was elected AFL–CIO Secretary-Treasurer. On August 20, 2021, she was elected AFL–CIO President to fill the remainder of Richard Trumka's term, and on June 12, 2022, she was elected to a full term as AFL–CIO President.","Elizabeth ""Liz"" H. Shuler (born 1970) is an American labor activist and the president of the AFL–CIO, the first woman to be elected president of the federation. She is the highest-ranking woman in the labor federation's history. Shuler previously served as the federation's secretary-treasurer, a role where she was also the first woman and, as of 2009, the youngest person to hold that position. The period from her election until 2013 marked the first time women held two of the three officer positions in the AFL–CIO.

Shuler was born in 1970 to Lance and Joyce Shuler. Her father was a union electrical lineman for Portland General Electric (PGE), while her mother worked there as a non-union secretary. Raised in Gladstone, Oregon, Shuler attended public schools and earned a Bachelor of Arts in journalism from the University of Oregon in 1992. While in college, she worked summers at PGE and was active in the state Democratic Party.

Her union career began after college as an organizer for the International Brotherhood of Electrical Workers (IBEW) Local 125, focusing on a campaign to organize clerical workers at PGE. In 1997, she became a lobbyist for the IBEW before the Oregon Legislature, successfully working to defeat a bill to deregulate Oregon's electricity market. She also taught in the union's COMET and MEMO organizing programs and served on state labor committees. In 1998, she led the AFL–CIO's successful effort to defeat California Proposition 226.

After the California campaign, Shuler was appointed an IBEW international representative, moving to Washington, D.C., to work in the IBEW's Political and Legislative Affairs Department. In June 2004, she was appointed executive assistant to IBEW President Edwin Hill, becoming the highest-ranking woman in the union's history at that time. In this role, she supervised and coordinated 11 of the IBEW's departments.

On July 7, 2009, AFL–CIO Secretary-Treasurer Richard Trumka chose Shuler as his running mate for secretary-treasurer. She was elected on September 16, 2009. In her term, she stated intentions to reach out to workers under 35, use new media for outreach, and work to balance the federation's budget. Trumka also appointed her to head the AFL–CIO's youth outreach efforts.

Upon Trumka's death on August 5, 2021, Shuler became acting AFL–CIO president. She was elected to fill the remainder of his term on August 20, 2021. On June 12, 2022, she was unanimously elected to a full four-year term as president, solidifying her place as the first woman elected to lead the AFL–CIO. Shuler spoke at the 2024 Democratic National Convention.

Outside her AFL–CIO roles, Shuler is active in the Women's Campaign Fund and is a supporter of the International Women's Democracy Center. She has also been active in Oregon and Washington chapters of Women in the Trades, organizations that promote opportunities for women in the skilled trades.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Liz_Shuler"", ""reliability"": ""high""}]",liz-shuler
P086,Ronald Hicks,罗纳德·希克斯,1967-08-04,male,纽约总主教 (Archbishop of New York),,,Earned a Bachelor of Arts in philosophy from Loyola University Chicago in 1989 and a Master of Divinity from the University of Saint Mary of the Lake/Mundelein Seminary in 1994. Also received a Doctor of Ministry degree from the University of St. Mary of the Lake in 2003.,"Associate Pastor at Our Lady of Mercy Parish (1994-1996). Associate Pastor at St. Elizabeth Seton Parish (1996-1999). Dean of Formation at St. Joseph College Seminary (1999-2005). Director for Nuestros Pequeños Hermanos in El Salvador (2005-2010). Dean of Formation at Mundelein Seminary (2010-2015). Vicar General of the Archdiocese of Chicago (2015-2018). Auxiliary Bishop of Chicago (2018-2020). Bishop of Joliet (2020-2026). Archbishop-designate of New York (appointed December 18, 2025).","Ronald Aldon Hicks (born August 4, 1967) is an American Catholic prelate who has been the archbishop-designate of New York since December 18, 2025. Born in Harvey, Illinois, and raised in South Holland, Illinois, Hicks is of Irish, German, and Polish descent. His early consideration of the priesthood led him to attend Quigley Preparatory Seminary South, graduating in 1985. Before entering university, he spent a year volunteering at an orphanage in Mexico run by Nuestros Pequeños Hermanos. Hicks earned a Bachelor of Arts in philosophy from Loyola University Chicago in 1989 and a Master of Divinity from the University of Saint Mary of the Lake/Mundelein Seminary in 1994.

Hicks was ordained a priest for the Archdiocese of Chicago by Cardinal Joseph Bernardin on May 21, 1994. His early pastoral assignments included serving as an associate pastor at Our Lady of Mercy Parish in Chicago and at St. Elizabeth Seton Parish in Orland Hills, Illinois. In 1999, he was appointed dean of formation at St. Joseph College Seminary in Chicago. He later earned a Doctor of Ministry degree in 2003 from the University of St. Mary of the Lake. From 2005 to 2010, Hicks lived in El Salvador, serving as a director for Nuestros Pequeños Hermanos. Upon returning to Illinois, Cardinal Francis George appointed him dean of formation at Mundelein Seminary in 2010. On January 1, 2015, Archbishop Blase J. Cupich selected him as vicar general for the Archdiocese of Chicago.

Pope Francis appointed Hicks titular bishop of Munatiana and auxiliary bishop of Chicago on July 3, 2018. He was consecrated on September 17, 2018. On July 17, 2020, Francis named him bishop of Joliet. He was installed at the Cathedral of St. Raymond Nonnatus on September 29, 2020. Pope Leo XIV named Hicks metropolitan archbishop of New York on December 18, 2025, with his installation scheduled for February 6, 2026.

Within the United States Conference of Catholic Bishops, Hicks serves as chairman of the Committee on Clergy, Consecrated Life and Vocations. He is also a board member of the Catholic Extension Society and the Mundelein Seminary Advisory Board. A noted fan of the Chicago Cubs, Hicks has described personal similarities with Pope Leo XIV, having grown up in the same neighborhood and frequented the same local establishments.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Ronald_Hicks"", ""reliability"": ""high""}]",ronald-hicks
P087,Gavin Newsom,加文·纽森,1967-10-10,male,州长,,Democratic Party,"Graduated from Santa Clara University in 1989 with a Bachelor of Science in political science. Also attended École Notre Dame des Victoires and Redwood High School, graduating in 1985.","Appointed to San Francisco's Parking and Traffic Commission in 1996. Appointed to the San Francisco Board of Supervisors in 1997 and first elected to the board in 1998. Served as Mayor of San Francisco from 2004 to 2011 (elected 2003, reelected 2007). Served as Lieutenant Governor of California from 2011 to 2019 (elected 2010, reelected 2014). Has served as Governor of California since 2019 (elected 2018, reelected 2022).","Gavin Christopher Newsom (born October 10, 1967) is an American politician and businessman serving as the 40th governor of California since 2019. A member of the Democratic Party, he previously served as the 49th lieutenant governor of California from 2011 to 2019 and as the 42nd mayor of San Francisco from 2004 to 2011. Born in San Francisco, Newsom graduated from Santa Clara University in 1989 with a Bachelor of Science in political science. Before entering politics, he founded the PlumpJack Group, a boutique winery and hospitality business, with investor Gordon Getty. The company grew to manage 23 businesses, including wineries, restaurants, and hotels. Newsom began his political career in 1996 when San Francisco mayor Willie Brown appointed him to the city's Parking and Traffic Commission. Brown appointed him to the San Francisco Board of Supervisors in 1997 to fill a vacancy, and Newsom was first elected to the board in 1998. He was elected mayor of San Francisco in 2003 and reelected in 2007. During his tenure as mayor, he oversaw the 2004 same-sex weddings in San Francisco and dealt with the aftermath of California Proposition 8 in 2008. Newsom was elected lieutenant governor in 2010 and reelected in 2014. In that role, he hosted The Gavin Newsom Show from 2012 to 2013 and wrote the book Citizenville in 2013, focusing on using digital tools for democratic change. He was elected governor of California in 2018 and reelected in 2022. His tenure as governor has included navigating the COVID-19 pandemic, which contributed to an unsuccessful recall effort in 2021. In 2025, he began hosting a podcast, This Is Gavin Newsom, and oversaw the passage of California Proposition 50, the Election Rigging Response Act, a referendum to amend the State Constitution. His political career has also been marked by events such as the 2025 Los Angeles protests and the Newsom v. Trump legal case.","[{""sourceName"": ""Wikipedia"", ""sourceUrl"": ""https://en.wikipedia.org/wiki/Gavin_Newsom"", ""reliability"": ""high""}]",gavin-newsom
